AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
10180,"Abilene, TX",4,TX,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,880,4,12.47,0.37,,,33.23,69110,2.1,17.01,22,29.39,41.72,55.94,35390,45770,61130,86770,116360,,
10180,"Abilene, TX",4,TX,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,60,8.1,0.82,0.24,,,38.38,79820,4.5,24.26,29.52,34.8,46.59,59.05,50460,61390,72390,96900,122830,,
10180,"Abilene, TX",4,TX,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,270,5.6,3.887,0.82,,,23.28,48430,2.5,13.18,18.57,22.77,26.4,30.96,27420,38630,47370,54920,64400,,
10180,"Abilene, TX",4,TX,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,100,7.2,1.444,0.65,,,35.9,74660,1.6,22.28,28.77,35.35,42.37,50.03,46350,59830,73520,88130,104050,,
10180,"Abilene, TX",4,TX,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,40,6.9,0.549,0.61,,,35.41,73660,5.2,18.04,26.72,32.95,42.28,49.84,37510,55580,68540,87950,103660,,
10180,"Abilene, TX",4,TX,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,120,13.4,1.687,0.16,,,45.04,93690,2.6,23.26,34.75,45.29,57.47,66.65,48390,72280,94190,119530,138640,,
10180,"Abilene, TX",4,TX,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,80,5.8,1.165,0.41,,,38.49,80050,3.7,20.2,23.9,34.75,47.21,58.52,42020,49710,72280,98200,121710,,
10380,"Aguadilla-Isabela, PR",4,PR,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,960,3.6,19.077,0.56,,,27.33,56850,1.9,13.35,18.35,25.17,33.33,40.24,27760,38160,52360,69320,83690,,
10380,"Aguadilla-Isabela, PR",4,PR,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,60,20.2,1.208,0.35,,,28.45,59170,5.5,18.43,22.76,31.72,33.61,37.01,38330,47330,65980,69900,76980,,
10380,"Aguadilla-Isabela, PR",4,PR,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,**,**,**,**,,,31.21,64910,16.4,19.84,23.01,30.67,35.8,35.8,41260,47860,63800,74460,74470,,
10380,"Aguadilla-Isabela, PR",4,PR,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,260,8.4,5.125,1.09,,,17.18,35740,2.4,9.71,13.21,16.04,21.97,23.95,20190,27480,33360,45710,49820,,
10380,"Aguadilla-Isabela, PR",4,PR,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,50,8.8,0.996,0.45,,,29.04,60410,5.3,14.78,18.05,25.54,32.63,48.05,30730,37550,53130,67860,99950,,
10380,"Aguadilla-Isabela, PR",4,PR,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,350,9,6.922,0.67,,,33.47,69610,2,24.01,25.17,32.77,40.24,40.24,49940,52360,68160,83690,83690,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,7960,1.3,25.424,0.75,,,43.44,90350,0.9,22.15,29.53,40.77,53.17,65.38,46070,61420,84800,110590,135990,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,1060,6.8,3.395,0.99,,,47.65,99100,2,29.32,37.39,48.56,54.26,73.06,60990,77760,100990,112870,151970,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,170,8.6,0.531,0.48,,,50.53,105090,2.3,29.05,35.28,46.35,60.69,73.39,60430,73370,96400,126230,152650,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,420,8,1.344,1.18,,,34.51,71780,1.7,21.62,24.61,32.21,42.21,50.73,44970,51190,67000,87790,105520,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,1430,4.8,4.563,0.97,,,26.65,55420,1.7,17,19.78,23.86,30.24,39.41,35350,41140,49640,62890,81980,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,300,7.6,0.962,0.82,,,55.34,115100,2.2,33.38,42.72,53.34,65.87,76.56,69430,88860,110950,137010,159250,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1242,Database Administrators,detailed,90,6.6,0.297,0.55,,,42.72,88860,2.3,18.34,29.42,42.15,58.52,63.77,38140,61200,87660,121730,132630,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1243,Database Architects,detailed,80,19,0.243,0.57,,,54.24,112820,7.5,34.83,40.1,55.29,67.04,77.45,72440,83400,115000,139440,161100,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,1260,5.2,4.025,1.83,,,50.58,105210,2.9,28.03,36.06,47.57,60.85,69.65,58290,75000,98950,126580,144860,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,140,17.7,0.456,0.51,,,37.27,77530,5.7,17.63,27.85,35.82,48.42,56.37,36680,57920,74510,100700,117260,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,1980,5.7,6.315,0.61,,,49.55,103070,1.3,30.68,38.52,48.7,60.97,66,63820,80130,101300,126820,137280,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1253,Software Quality Assurance Analysts and Testers,detailed,200,8.6,0.641,0.48,,,43.06,89570,4.1,24.35,31.29,41.96,51.86,64.26,50650,65070,87280,107870,133660,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1254,Web Developers,detailed,110,8,0.353,0.59,,,33.97,70650,7.2,12.77,25.13,30.89,45.65,53.34,26550,52280,64240,94950,110940,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1255,Web and Digital Interface Designers,detailed,140,16.3,0.44,0.67,,,37.36,77700,9.1,20.19,23.55,36.66,47.65,65.24,42000,48990,76240,99120,135700,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,220,6.2,0.714,0.25,,,40.54,84330,3.2,22.37,26.62,39.81,51.75,61.54,46540,55380,82800,107640,128000,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,140,11.4,0.434,0.61,,,43.95,91410,3.6,24.08,29.21,39.27,56.15,66.72,50090,60750,81680,116790,138770,,
10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,140,9.1,0.461,0.43,,,42.83,89080,4.4,22.81,31.41,41.73,55.89,59.33,47450,65330,86810,116260,123410,,
10500,"Albany, GA",4,GA,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,760,4.3,12.891,0.38,,,36.71,76350,1.6,15.27,22.87,34.03,48.47,59.73,31770,47560,70780,100810,124230,,
10500,"Albany, GA",4,GA,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,80,6.5,1.317,0.39,,,38.93,80970,2.3,23.91,28.86,36.19,47.31,56.84,49730,60040,75270,98410,118230,,
10500,"Albany, GA",4,GA,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,180,12.1,3.138,0.67,,,20.87,43400,3.6,13.04,13.98,18.61,23.92,35.95,27130,29080,38720,49750,74770,,
10500,"Albany, GA",4,GA,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,40,9.9,0.613,0.28,,,35.27,73370,3.1,22.95,28.77,32.45,40.16,52.71,47730,59830,67490,83520,109630,,
10500,"Albany, GA",4,GA,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,160,4.5,2.785,0.99,,,40.63,84510,1.3,24.61,31.39,39.86,49.6,58.98,51190,65290,82910,103170,122680,,
10540,"Albany, OR",4,OR,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,480,4.9,10.235,0.3,,,40.39,84000,2.5,21.63,28.32,37.15,48.67,60.92,44990,58900,77270,101240,126710,,
10540,"Albany, OR",4,OR,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,30,19.7,0.698,0.61,,,31.32,65140,3.7,23.32,29.15,30.36,33.6,37.56,48510,60630,63140,69890,78120,,
10540,"Albany, OR",4,OR,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,130,7.6,2.714,0.58,,,29.2,60730,1.9,18.48,22.08,28.61,35.89,39.09,38440,45930,59520,74660,81310,,
10540,"Albany, OR",4,OR,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,50,7.8,1.068,0.48,,,39.16,81450,9.4,23.55,31.79,38.73,46.37,56.98,48980,66130,80550,96460,118520,,
10540,"Albany, OR",4,OR,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,100,7.6,2.142,0.21,,,59.41,123570,4,36.59,48.4,54.69,64.37,88.28,76120,100680,113740,133880,183610,,
10540,"Albany, OR",4,OR,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,40,12.8,0.776,0.28,,,37.69,78400,3.7,22.13,24.25,34.06,48.67,63.93,46040,50430,70840,101240,132970,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,14840,1.6,34.632,1.02,,,44.34,92230,0.8,24.62,31.32,40.95,50.97,66.39,51210,65150,85170,106020,138090,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,2710,1.8,6.328,1.85,,,43.48,90430,1.6,30.62,31.83,40.13,49.69,52.95,63680,66210,83470,103360,110130,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,320,12.1,0.739,0.67,,,53.76,111820,3.4,33.15,40.87,51.68,67.37,74.69,68940,85000,107500,140140,155340,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,120,21.1,0.284,1.24,,,82.37,171330,4,41.35,63.84,82.8,102.92,107.96,86000,132790,172220,214080,224550,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,550,7,1.277,1.12,,,34.05,70820,2.5,18.75,24.83,31.14,40.48,49.49,39000,51650,64780,84190,102950,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,1980,6.2,4.629,0.98,,,29.21,60750,1.2,18.42,21.91,27.03,34,42.5,38310,45580,56220,70720,88400,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,470,14.9,1.107,0.94,,,55.22,114850,3.8,32.64,39.03,51.12,65.25,80.2,67890,81170,106320,135730,166810,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1242,Database Administrators,detailed,350,3.1,0.811,1.49,,,47.44,98670,1.4,30.03,39.25,50.06,50.06,62.94,62450,81630,104120,104120,130910,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1243,Database Architects,detailed,150,8.3,0.349,0.83,,,55.51,115450,3.8,25.81,35.81,58.91,70.13,81.51,53680,74480,122530,145870,169550,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,1200,2.5,2.79,1.27,,,45.37,94370,1.2,31.09,37.7,46.03,51.3,60.33,64660,78410,95740,106700,125490,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,1480,2.5,3.462,3.86,,,41.91,87180,1.8,31.32,34.66,39.1,49.29,49.29,65150,72100,81320,102510,102510,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,2910,4.7,6.793,0.65,,,53.17,110580,1.8,31.66,40.43,50.67,63.49,78.39,65840,84090,105390,132050,163060,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1253,Software Quality Assurance Analysts and Testers,detailed,540,13,1.257,0.95,,,45.45,94530,1.8,30.63,36.82,45,51.64,61.16,63700,76590,93600,107410,127200,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1254,Web Developers,detailed,200,8.6,0.468,0.78,,,39.2,81530,5.3,21.2,26.63,38.11,49.66,63,44100,55390,79270,103290,131040,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1255,Web and Digital Interface Designers,detailed,220,10.2,0.511,0.78,,,43.89,91280,3.6,22.53,30.71,40.75,56.54,61.61,46860,63880,84760,117610,128150,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,590,6.2,1.375,0.49,,,40.44,84120,2.8,20.41,25.59,36.84,51.43,68.49,42460,53230,76630,106970,142450,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,100,6.2,0.24,1.42,,,53.09,110420,2.6,32.02,33.85,49.47,63.5,74.1,66600,70410,102890,132070,154120,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,390,5,0.915,1.29,,,41.48,86270,2,29.65,32.33,40.34,46.53,58.68,61670,67240,83900,96780,122050,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,120,10.2,0.269,1.29,,,49.51,102980,7.7,28.86,35.5,45.62,59.11,83.71,60030,73840,94890,122960,174130,,
10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,420,10.7,0.983,0.91,,,48.44,100750,2.2,26.59,32.39,44.78,61,75.18,55310,67370,93140,126880,156380,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,10310,2.2,27.044,0.8,,,43.8,91090,1.9,21.26,29.5,39.98,56.41,71.89,44220,61350,83150,117330,149530,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,1440,6.7,3.788,1.11,,,44.3,92130,5.2,21.42,31.38,41.94,52.16,71.21,44550,65270,87240,108490,148130,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,1090,10,2.869,2.59,,,57.13,118820,2.5,32.78,40.59,59.25,76.76,80.12,68190,84430,123240,159660,166640,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,350,11.8,0.928,4.06,,,61.47,127850,1.8,25.65,44.65,62.97,79.74,95.54,53360,92870,130990,165860,198730,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,800,3.4,2.09,1.83,,,33.75,70200,1.2,19.53,25.43,31.7,40.07,51.27,40610,52880,65940,83340,106640,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,1750,9.2,4.588,0.97,,,25.04,52090,3.1,14.87,18.38,23.06,31.66,35.75,30930,38230,47960,65850,74360,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,360,8.7,0.956,0.81,,,56.88,118320,4,38.79,49.52,59.84,68.28,68.79,80690,102990,124460,142020,143090,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1242,Database Administrators,detailed,270,19.7,0.717,1.32,,,41.23,85760,5.3,27.43,32.71,41.35,49.52,51.7,57060,68030,86010,103010,107530,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1243,Database Architects,detailed,100,27.6,0.274,0.65,,,53.5,111270,3.6,28.11,42.61,53.79,64.24,64.29,58460,88620,111890,133620,133720,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,660,9.7,1.726,0.78,,,44.73,93040,2.4,30.14,34.9,44.19,54.13,57.49,62680,72590,91920,112590,119580,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,420,14.4,1.108,1.23,,,39.45,82050,5.9,21.42,30.27,37.68,48.75,59.27,44550,62960,78380,101400,123280,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,1510,12.9,3.961,0.38,,,53.93,112180,5.6,29.8,38.74,48.87,63.24,85,61980,80570,101640,131540,176810,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1253,Software Quality Assurance Analysts and Testers,detailed,250,11.6,0.646,0.49,,,44.9,93380,5.3,27.92,31.49,40.2,56.27,66.96,58070,65500,83620,117030,139280,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1254,Web Developers,detailed,70,16.6,0.185,0.31,,,34.74,72260,12.9,22.31,25.32,31.6,44.2,52.38,46400,52670,65730,91930,108950,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1255,Web and Digital Interface Designers,detailed,110,14.5,0.278,0.42,,,42.29,87970,9.9,15.34,25.93,35.41,58.28,70.43,31910,53930,73640,121220,146500,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,540,6.5,1.415,0.5,,,45.86,95390,3,24.46,34.48,44.87,54.88,68.46,50880,71720,93330,114150,142400,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,180,25.7,0.466,0.66,,,46.67,97060,1,28.91,33.55,48.97,50.52,64.85,60130,69790,101860,105070,134890,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,140,25.5,0.359,1.72,,,31.14,64760,4.9,18.54,19.92,32.93,34.67,44.98,38570,41430,68490,72110,93560,,
10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,220,8.8,0.565,0.52,,,41.96,87270,2.6,23.99,30.19,39.8,46.23,60.98,49900,62790,82780,96160,126840,,
10780,"Alexandria, LA",4,LA,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,370,4,6.208,0.18,,,34.62,72000,3.9,18.49,24.61,32.06,41.15,50.44,38460,51190,66680,85580,104910,,
10780,"Alexandria, LA",4,LA,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,40,6.8,0.62,0.18,,,39,81120,5.2,25.78,30.64,38.15,39.36,49.7,53620,63730,79360,81870,103380,,
10780,"Alexandria, LA",4,LA,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,50,8.4,0.783,0.69,,,28.2,58660,5.9,18.73,22.62,26.99,31.57,35.75,38960,47050,56140,65660,74360,,
10780,"Alexandria, LA",4,LA,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,50,14.3,0.764,0.16,,,25.41,52850,2.6,14.76,20.39,26.47,31.55,34.2,30700,42410,55060,65620,71140,,
10780,"Alexandria, LA",4,LA,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,130,3.4,2.2,0.78,,,33.29,69240,1.7,14.77,23.13,32.64,40.94,51.42,30730,48110,67900,85160,106950,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,6640,1.9,18.389,0.54,,,42.79,89000,1,22.23,28.62,39.42,53.12,64.66,46230,59540,81990,110490,134480,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,740,7.4,2.043,0.6,,,45.52,94680,1.7,28.78,36.14,44.46,52.83,64.35,59850,75160,92480,109890,133850,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,210,9.3,0.574,0.52,,,47.38,98560,2.4,25.11,32.93,48.99,57.92,66.94,52220,68500,101900,120470,139230,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,250,7.2,0.698,0.61,,,38,79030,2.7,21.3,26.12,34.68,49.35,60.93,44310,54330,72140,102650,126720,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,1370,4.9,3.789,0.8,,,29.17,60670,2.4,17.19,21.19,26.12,34.27,43.26,35760,44070,54330,71280,89980,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,220,8.4,0.613,0.52,,,53.14,110530,5.6,28.85,42.06,53.48,63.02,76.68,60000,87480,111250,131070,159500,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1242,Database Administrators,detailed,110,11.7,0.303,0.56,,,39.45,82060,4.4,24.38,28.36,36.58,46.73,61.91,50710,58990,76080,97210,128770,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1243,Database Architects,detailed,150,8.4,0.407,0.96,,,50.65,105350,4.1,19.05,28.32,49.43,63.37,79.1,39620,58900,102820,131810,164540,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,440,4,1.219,0.55,,,41.4,86110,6,24.35,30,38.03,48.89,58.83,50640,62410,79090,101690,122360,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,230,9.7,0.628,0.7,,,48.46,100800,8.1,24.5,33.74,41.42,52.86,61.26,50970,70190,86160,109960,127420,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,1340,3.6,3.718,0.36,,,52.87,109970,1.2,29.87,38.71,49.87,61.65,76.89,62130,80520,103720,128230,159940,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1253,Software Quality Assurance Analysts and Testers,detailed,270,11.3,0.736,0.55,,,40.08,83370,4.1,24.58,30.7,42.73,46.86,56.57,51130,63860,88880,97460,117660,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1254,Web Developers,detailed,170,13.2,0.464,0.77,,,37.42,77840,8.3,23.15,25.92,35.01,42.67,53.57,48150,53920,72830,88750,111420,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1255,Web and Digital Interface Designers,detailed,80,16,0.215,0.33,,,30.76,63970,8,16.54,23.11,26.58,35.23,48.4,34410,48070,55280,73280,100660,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,680,6.8,1.871,0.66,,,44.14,91810,2.7,21.44,29.46,43.83,58.5,66.84,44600,61270,91170,121670,139030,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,70,13.1,0.187,0.26,,,36.45,75810,4.3,17.71,26.09,33.99,44.31,56.89,36840,54270,70700,92160,118320,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,80,9.7,0.208,1,,,40.91,85090,2.1,26.11,27.67,37,48.26,64.27,54320,57560,76960,100390,133690,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,190,9.7,0.532,0.49,,,46.27,96250,1.5,27.49,34.74,41.8,58.83,67.95,57180,72260,86950,122360,141340,,
11020,"Altoona, PA",4,PA,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,730,2.5,12.831,0.38,,,35.23,73280,1.5,18.75,23.32,34.04,44.83,55.61,39000,48500,70790,93250,115680,,
11020,"Altoona, PA",4,PA,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,80,9,1.385,0.41,,,40.13,83470,3.9,24.48,29.49,36.9,48.9,63.84,50920,61340,76750,101720,132790,,
11020,"Altoona, PA",4,PA,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,210,4.5,3.723,0.79,,,24.76,51500,2.4,16.66,18.96,22.24,27.63,36.12,34650,39440,46250,57480,75130,,
11020,"Altoona, PA",4,PA,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,50,7.3,0.839,0.38,,,34.07,70860,19.1,21.31,28.33,36.16,40.91,45.9,44320,58920,75210,85090,95460,,
11020,"Altoona, PA",4,PA,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,40,9.3,0.769,0.86,,,37.51,78020,1.9,19.17,26.45,39.54,47.69,52.39,39870,55020,82240,99200,108960,,
11020,"Altoona, PA",4,PA,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,100,6.3,1.786,0.17,,,47.12,98010,1.8,32.64,37.53,47.05,56.16,59.83,67900,78060,97870,116810,124440,,
11020,"Altoona, PA",4,PA,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,90,7.2,1.651,0.59,,,39.54,82240,3.2,23.69,29.54,39.15,49.9,55.4,49280,61440,81430,103790,115230,,
11100,"Amarillo, TX",4,TX,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,1560,5.6,13.601,0.4,,,39.62,82420,2.8,19.35,24.54,36.26,50.67,62.75,40240,51030,75410,105390,130510,,
11100,"Amarillo, TX",4,TX,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,150,8.7,1.303,0.38,,,46.18,96060,3.1,27.74,35.53,43.58,55.8,60.61,57690,73890,90650,116060,126070,,
